Filename / Nom du fichier,Product Name English / Nom du produit - anglais,Product Name French / Nom du produit - français,Structure Change / Modification - structure,Data Change / Modification - données
008_Data_Données.csv,Ranges,Cuisinières,2016-02-05,2017-02-01
