Filename / Nom du fichier,Product Name English / Nom du produit - anglais,Product Name French / Nom du produit - français,Structure Change / Modification - structure,Data Change / Modification - données
004_Data_Données.csv,Cooktops,Surfaces de cuisson,2016-02-05,2017-02-01
