"REC_REF_KEY","MODEL_NUM_1","BRAND_NAME","AEC_03","TYPE_LABEL_EN","TYPE_LABEL_FR","EQUIP_TYPE_LABEL_EN","EQUIP_TYPE_LABEL_FR","U_TYPE_LABEL_EN","U_TYPE_LABEL_FR","L_TYPE_LABEL_EN","L_TYPE_LABEL_FR","U_COOK_METH_LABEL_EN","U_COOK_METH_LABEL_FR","L_COOK_METH_LABEL_EN","L_COOK_METH_LABEL_FR","U_USABLE_SPACE","L_USABLE_SPACE","NOMINAL_WIDTH_LABEL_EN","NOMINAL_WIDTH_LABEL_FR"
18443114,"MEW9530*","Maytag",438,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",119,,"30","30"
18443115,"WOS92EC0A","Whirlpool",438,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",119,,"30","30"
18443116,"WOS92EC7*","Whirlpool",410,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",105,,"27","27"
18443117,"MEW9630*","Maytag",446,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",119,127,"30","30"
18443118,"WOD93EC0A","Whirlpool",446,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",119,127,"30","30"
18443119,"WOD93EC7A","Whirlpool",415,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",105,111,"27","27"
18443120,"MMW9727*","Maytag",410,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",105,,"27","27"
18443121,"MMW9730*","Maytag",438,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",119,,"30","30"
19248081,"F1SM24S3","Fulgor Milano",206,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",54.7,,"24","24"
19248082,"F1SM30S1","Fulgor Milano",266,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",71.8,,"30","30"
19248083,"F1SP24S2","Fulgor Milano",239,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",58.6,,"24","24"
19248084,"F1SP30S1","Fulgor Milano",301,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",71.8,,"30","30"
19248085,"F4SP30S1","Fulgor Milano",334,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",103.7,,"30","30"
19248086,"F7SP30S1","Fulgor Milano",361,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",103.8,,"30","30"
19248087,"F7SP30B1","Fulgor Milano",361,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",103.8,,"30","30"
19248088,"F7SP30W1","Fulgor Milano",361,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",103.8,,"30","30"
19248089,"F6PSP30S1","Fulgor Milano",344,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",103.8,,"30","30"
19248090,"F7DP30S1","Fulgor Milano",359,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",103.8,103.8,"30","30"
19248091,"F7DP30B1","Fulgor Milano",359,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",103.8,103.8,"30","30"
19248092,"F7DP30W1","Fulgor Milano",359,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",103.8,103.8,"30","30"
19248093,"F6PDP30S1","Fulgor Milano",364,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",103.8,103.8,"30","30"
