"REC_REF_KEY","MODEL_NUM_1","BRAND_NAME","AEC","TYPE_LABEL_EN","TYPE_LABEL_FR","EG_WEB_DEFROST_LABEL_EN","EG_WEB_DEFROST_LABEL_FR","EG_WEB_FREEZER_LOC_LABEL_EN","EG_WEB_FREEZER_LOC_LABEL_FR","TOTAL_VOL_LIT","TOTAL_VOL_CUB","SIZE_CATEGORY","EG_WEB_TTD_ICE_LABEL_EN","EG_WEB_TTD_ICE_LABEL_FR","FRESH_VOL_LIT","FRESH_VOL_CUB","FREEZER_VOL_LIT","FREEZER_VOL_CUB"
7038039,"043-0290-6","Master Chef",226,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",118,4.167,1,"No","Non",117.8,4.16,0,0
7038040,"043-0291-4","Master Chef",339,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","Inside","À l'intérieur",88,3.1,1,"No","Non",60,2.1,28,1
7506454,"RS-17DR1HA","Hisense",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506455,"RS-17DR1HB","Hisense",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506456,"CR519E","Emerson",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506457,"CR519BE","Emerson",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506458,"CR519WE","Emerson",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506459,"CR451SSE","Emerson",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506460,"CR519","Emerson",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506461,"CR519B","Emerson",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506462,"CR519W","Emerson",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506463,"CR451SS","Emerson",225.81,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",119.5,4.22,1,"No","Non",119.5,4.22,0,0
7506464,"RS-11DR1HA","Hisense",317.4,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",83,2.931,1,"No","Non",83,2.931,0,0
7506466,"CR311SS","Emerson",317.4,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",83,2.931,1,"No","Non",83,2.931,0,0
7506467,"043-0289-2","Master Chef",317.4,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",83,2.931,1,"No","Non",83,2.931,0,0
7507302,"CAVA73BCDZ","Cavavin",384.41,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",123.5,4.36,1,"-","-",123.5,4.36,0,0
7507303,"CAVA160NSZ","Cavavin",593.85,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",428,15.12,7,"-","-",428,15.12,0,0
7507304,"CAVA149NDZ","Cavavin",527.22,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",410.3,14.49,7,"-","-",410.3,14.49,0,0
7507305,"CAVA54NSZ","Cavavin",384.11,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",145.6,5.14,2,"-","-",145.6,5.14,0,0
7507306,"CAVA30N","Cavavin",353.16,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",90.6,3.2,1,"-","-",90.6,3.2,0,0
7507307,"CAVA30NBS","Cavavin",353.16,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",90.6,3.2,1,"-","-",90.6,3.2,0,0
7507308,"CAVA100NSZSS","Cavavin",523.92,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",317.7,11.22,5,"-","-",317.7,11.22,0,0
7507309,"CAVA46-1NDZ","Cavavin",411.18,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",135.9,4.8,2,"-","-",135.9,4.8,0,0
7507310,"CAVA46-1SDZ","Cavavin",411.18,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",135.9,4.8,2,"-","-",135.9,4.8,0,0
7571405,"FFTR1817L*","Frigidaire",479,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",515.424,18.2,8,"No","Non",400.162,14.13,115.262,4.07
7571406,"WWTR1802KW","Frigidaire",479,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",515.424,18.2,8,"No","Non",400.162,14.13,115.262,4.07
7571998,"199-8438-0","Master Chef",317.4,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",83,2.931,1,"No","Non",83,2.931,0,0
7571999,"043-0290-6","Master Chef",226,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",118,4.2,1,"No","Non",117.8,4.16,0,0
7584631,"7032#","Kenmore",565,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",681.9,24.1,11,"Yes","Oui",463.4,16.4,218.5,7.7
7588379,"JUR24FRARS0*","Jenn-Air",334,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",139,4.9,2,"No","Non",139,4.9,0,0
7588380,"JUR24FLARS0*","Jenn-Air",334,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",139,4.9,2,"No","Non",139,4.9,0,0
7588381,"JUR24FRACX0*","Jenn-Air",334,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",139,4.9,2,"No","Non",139,4.9,0,0
7588382,"JUD24FRARS0*","Jenn-Air",335,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",142,5,2,"No","Non",142,5,0,0
7588383,"JUD24FRACX0*","Jenn-Air",335,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",142,5,2,"No","Non",142,5,0,0
7588384,"JUD24FCARS0*","Jenn-Air",448,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","Bottom","En bas",134,4.72,2,"No","Non",68.5,2.42,65.1,2.3
7588386,"JUW24FLARS0*","Jenn-Air",426,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",133,4.7,2,"-","-",133,4.7,0,0
7588387,"JUW24FRARS0*","Jenn-Air",426,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",133,4.7,2,"-","-",133,4.7,0,0
7588388,"JUW24FRACX0*","Jenn-Air",426,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",133,4.7,2,"-","-",133,4.7,0,0
7589426,"HMDR1030**","Magic Chef",310,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",282,10,4,"No","Non",209.3,7.39,72.6,2.56
7589441,"RS27FD*TN**","Samsung",642,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",778.8,27.5,13,"Yes","Oui",475.776,16.8,303.024,10.7
7589622,"ABB1921BR*","Amana",441,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",528.67,18.67,9,"No","Non",366.42,12.94,162.25,5.73
7589623,"ABB1924BR*","Amana",441,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",528.67,18.67,9,"No","Non",366.42,12.94,162.25,5.73
7589854,"FFBF171SS","Summit Professional",389.3,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",322.1,11.375,5,"No","Non",229.4,8.101,92.7,3.274
7737912,"HMDR1030**","Vissani",310,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",282,10,4,"No","Non",209.3,7.39,72.6,2.56
7901684,"BRFB1042SL","Blomberg",352,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",250,8.82,4,"No","Non",176,6.22,74,2.61
7902403,"RS-09DR1HS","Hisense",260,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",71,2.507,1,"No","Non",70.8,2.5,0,0
7902404,"RR27D1AW","Hisense",260,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",71,2.507,1,"No","Non",70.8,2.5,0,0
7902405,"CR275E","Emerson",260,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",71,2.507,1,"No","Non",70.8,2.5,0,0
7902406,"CR275BE","Emerson",260,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",71,2.507,1,"No","Non",70.8,2.5,0,0
7902407,"CR275BSE","Emerson",260,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",71,2.507,1,"No","Non",70.8,2.5,0,0
7902408,"RB12N1ESD","Hisense",418,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",335,11.83,5,"No","Non",232.8,8.221,102.1,3.606
7902409,"ARBA115S","Avantgarde",418,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",335,11.83,5,"No","Non",232.8,8.221,102.1,3.606
7910458,"RC462701","Gaggenau",291,"Refrigerator","Réfrigérateur","Automatic","Automatique","No freezer","Sans congélateur",376.33,13.29,6,"No","Non",376.33,13.29,0,0
7910459,"RC472701","Gaggenau",319,"Refrigerator","Réfrigérateur","Automatic","Automatique","No freezer","Sans congélateur",487.049,17.2,8,"No","Non",487.049,17.2,0,0
7910460,"RW414761","Gaggenau",398,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",274.107,9.68,4,"-","-",274.107,9.68,0,0
7910461,"RW464761","Gaggenau",421,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",389.073,13.74,6,"-","-",389.073,13.74,0,0
7910463,"RY492701","Gaggenau",429,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",558.407,19.72,9,"No","Non",392.754,13.87,165.653,5.85
7910464,"RB492701","Gaggenau",429,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",562.372,19.86,9,"No","Non",396.718,14.01,165.653,5.85
7920069,"DCR017A2WDB","Danby",315,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","Inside","À l'intérieur",48.1,1.7,0,"No","Non",43.89,1.55,3.4,0.12
7920073,"DWC106A1BPDD","Danby Designer",468,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",301.2,10.64,5,"-","-",301.2,10.64,0,0
7920076,"DWC040A2BDB","Danby",410,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",114,4,1,"-","-",114,4,0,0
7920100,"BCFB17*","Black & Decker",315,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","Inside","À l'intérieur",48,1.7,0,"No","Non",43.5,1.54,4.5,0.16
8086234,"WRS322FNA*0*","Whirlpool",540,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",610.22,21.55,10,"No","Non",409.17,14.45,201.05,7.1
8086235,"WRS325FNA*0*","Whirlpool",582,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",705.93,24.93,12,"No","Non",433.81,15.32,272.12,9.61
8088260,"BRFB1050FFBI","Blomberg",402,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",238,8.405,4,"No","Non",173,6.109,65,2.295
8088261,"BRFB1800WHIM","Blomberg",438,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",458,16.17,7,"No","Non",313,11.053,145,5.121
8088262,"BRFB1800SSIM","Blomberg",438,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",458,16.17,7,"No","Non",313,11.053,145,5.121
8088263,"BRFB1800SS","Blomberg",438,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",458,16.17,7,"No","Non",313,11.053,145,5.121
8176557,"GNS22EGE****","GE",521,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.52,22.1,10,"No","Non",438.91,15.5,186.61,6.59
8176567,"PZS25KSE****","GE Profile",714,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",696.59,24.6,12,"Yes","Oui",432.68,15.28,263.91,9.32
8176579,"PZS23KSE****","GE Profile",696,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",660.91,23.3,11,"Yes","Oui",417.67,14.75,243.24,8.59
8176585,"GSE26GSE****","GE",583,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",730.292,25.8,12,"Yes","Oui",452.503,15.98,277.788,9.81
8273460,"CS1200","Liebherr",395,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",325,11.48,5,"No","Non",231,8.16,94,3.32
8274692,"LDC24370**","LG",443,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",682.6,24.1,11,"No","Non",464.5,16.4,218.1,7.7
8274693,"7904#","Kenmore",443,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",682.6,24.1,11,"No","Non",464.5,16.4,218.1,7.7
8274694,"LBC24360**","LG",443,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",682.6,24.1,11,"No","Non",464.5,16.4,218.1,7.7
8274695,"7804#","Kenmore",492,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",682.6,24.1,11,"No","Non",464.5,16.4,218.1,7.7
8274696,"7802#","Kenmore",475,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.8,22.1,10,"No","Non",419.1,14.8,206.7,7.3
8274697,"LBN22370**","LG",427,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.8,22.1,10,"No","Non",419.1,14.8,206.7,7.3
8274698,"LDC22370**","LG",427,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.8,22.1,10,"No","Non",419.1,14.8,206.7,7.3
8274699,"LDN22470**","LG",427,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.8,22.1,10,"No","Non",419.1,14.8,206.7,7.3
8274700,"7902#","Kenmore",427,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.8,22.1,10,"No","Non",419.1,14.8,206.7,7.3
8274701,"LFC24786**","LG",442,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",676.9,23.9,11,"No","Non",458.8,16.2,218.1,7.7
8274702,"7131#","Kenmore",442,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",676.9,23.9,11,"No","Non",458.8,16.2,218.1,7.7
8274703,"GMX03BLF****","GE",420,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",87.5,3.1,1,"No","Non",60.9,2.15,26.6,0.94
8274729,"AR2406W","Avanti",193,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",61,2.15,0,"No","Non",61,2.15,0,0
8274730,"AR2416B","Avanti",193,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",61,2.15,0,"No","Non",61,2.15,0,0
8274733,"RA3106WT","Avanti",229,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",87,3.1,1,"No","Non",62.1,2.19,24.7,0.87
8274734,"RA3116BT","Avanti",229,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",87,3.1,1,"No","Non",62.1,2.19,24.7,0.87
8274736,"RA3136SST","Avanti",229,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",87,3.1,1,"No","Non",62.1,2.19,24.7,0.87
8274744,"RMS550PS","Avanti",338,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","Inside","À l'intérieur",153,5.4,2,"No","Non",92.5,3.27,60.52,2.14
8274745,"RA7306WT","Avanti",251,"Refrigerator","Réfrigérateur","Partial automatic","Cyclic","Inside","À l'intérieur",210.394,7.43,3,"No","Non",172.166,6.08,38.058,1.344
8274746,"RA7316PST","Avanti",251,"Refrigerator","Réfrigérateur","Partial automatic","Cyclic","Inside","À l'intérieur",210.394,7.43,3,"No","Non",172.166,6.08,38.058,1.344
8274752,"LFC28768**","LG",475,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",787.6,27.9,13,"No","Non",531.1,18.8,256.5,9.1
8274761,"ABE20EGE****","Artistry",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",574.549,20.29,9,"No","Non",398.701,14.08,175.848,6.21
8274762,"ADR20KGE****","Artistry",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274763,"ADR20KSE****","Artistry",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274764,"CFRS2MID****","GE Café",462,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",621.555,21.95,10,"No","Non",438.911,15.5,182.644,6.45
8274765,"CNE22SSE****","GE Café",462,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",621.555,21.95,10,"No","Non",438.911,15.5,182.644,6.45
8274766,"CNR22SSE****","GE Café",462,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",621.555,21.95,10,"No","Non",438.911,15.5,182.644,6.45
8274767,"GBE20ESE****","GE",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",574.549,20.29,9,"No","Non",398.701,14.08,175.848,6.21
8274768,"GBE20ETE****","GE",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",574.549,20.29,9,"No","Non",398.701,14.08,175.848,6.21
8274769,"GBR20DSE****","GE",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274770,"GBR20DTE****","GE",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274771,"GDE20ESE****","GE",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274772,"GDE20ETE****","GE",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274773,"GDE23ESE****","GE",467,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",655.252,23.14,11,"No","Non",461.281,16.29,193.97,6.85
8274774,"GDE23ETE****","GE",467,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",655.252,23.14,11,"No","Non",461.281,16.29,193.97,6.85
8274776,"GDR20DSE****","GE",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274777,"GDR20DTE****","GE",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274778,"GDR20ESE****","GE",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274779,"GDR23DSE****","GE",467,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",655.252,23.14,11,"No","Non",461.281,16.29,193.97,6.85
8274780,"GNE22GGE****","GE",464,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274781,"GNE22GME****","GE",464,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274782,"GNE22GSE****","GE",464,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274783,"GNR22DGE****","GE",464,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274784,"GNR22DSE****","GE",464,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274785,"GNS22EGE****","GE",521,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274786,"GNS22ESE****","GE",521,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274787,"HBQ20DTE****","Hotpoint",569,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274789,"PDR20KGE****","GE Profile",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274790,"PDR20KSE****","GE Profile",455,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",570.584,20.15,9,"No","Non",398.701,14.08,171.883,6.07
8274791,"PFE22KSE****","GE Profile",463,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274792,"PNR22LGE****","GE Profile",463,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274793,"PNR22LSE****","GE Profile",463,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274794,"PNR22MSE****","GE Profile",463,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",625.519,22.09,10,"No","Non",438.911,15.5,186.608,6.59
8274795,"PNS20KSE****","GE Profile",509,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",553.311,19.54,9,"No","Non",380.862,13.45,172.45,6.09
8274796,"GFMS5HFF****","GE",557,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",710.187,25.1,12,"No","Non",491.581,17.36,218.606,7.72
8274797,"GSE23GGE****","GE",548,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",653.553,23.08,11,"No","Non",450.521,15.91,203.032,7.17
8274798,"GSE23GSE****","GE",548,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",653.553,23.08,11,"No","Non",450.521,15.91,203.032,7.17
8274799,"PNR20KGE****","GE Profile",436,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",553.311,19.5,9,"No","Non",380.862,13.45,172.45,6.09
8274800,"PNR20KSE****","GE Profile",436,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",553.311,19.5,9,"No","Non",380.862,13.45,172.45,6.09
8274801,"PFSS0MFZ****","GE Profile",436,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",553.311,19.5,9,"No","Non",380.862,13.45,172.45,6.09
8274802,"WSMF8YGF****","White House",580,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",723.496,25.55,12,"No","Non",447.406,15.8,276.089,9.75
8274803,"WSMS8YGF****","White House",580,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",723.496,25.55,12,"No","Non",447.406,15.8,276.089,9.75
8274806,"DGHF2360P*","Frigidaire",539,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",638.89,22.6,11,"Yes","Oui",444.07,15.68,194.82,6.88
8317948,"WR155IST","Ruixue",401.14,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",137.8,4.866,2,"-","-",137.8,4.866,0,0
8317949,"CAVA44SDZ","Cavavin",401.14,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",137.8,4.866,2,"-","-",137.8,4.866,0,0
8317950,"CAVA44EDNSZ","Cavavin",401.14,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",137.8,4.866,2,"-","-",137.8,4.866,0,0
8317955,"FC-33DT1HA","Hisense",363.48,"Refrigerator","Réfrigérateur","Manual","Non automatique","Inside","À l'intérieur",257,9.076,4,"No","Non",66,2.331,191.2,6.752
8318255,"RB14N1ASD","Hisense",428,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",399,14.091,6,"No","Non",285.7,10.089,113,3.991
8318256,"RB17N1ASD","Hisense",441,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",481,16.986,8,"No","Non",341.6,12.063,139.2,4.916
8318257,"RF15N1BSD","Hisense",538,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",416,14.691,7,"No","Non",289.5,10.224,126.9,4.481
8319313,"HA10TG30*","Haier",391,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",291,10.3,4,"No","Non",220,7.77,71,2.51
8333456,"BRFD2650SS","Blomberg",544,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",661,23.34,11,"No","Non",435,15.36,226,7.98
8465141,"WRB322DMB*0*","Whirlpool",403,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",618.638,21.86,10,"No","Non",440.348,15.56,178.29,6.3
8465176,"CAVAED53NSSZ","Cavavin",435.24,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",150.7,5.32,2,"-","-",150.7,5.32,0,0
8465177,"CAVAED52NSSZ","Cavavin",435.24,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",150.7,5.32,2,"-","-",150.7,5.32,0,0
8465178,"CAVAED46NSSZ","Cavavin",435.24,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",150.7,5.32,2,"-","-",150.7,5.32,0,0
8465179,"CAVA55NSZ","Cavavin",435.24,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",150.7,5.32,2,"-","-",150.7,5.32,0,0
8465180,"CAVA30SSR","Cavavin",390.43,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",87,3.07,1,"-","-",87,3.07,0,0
8465181,"CAVAED30NSS","Cavavin",390.43,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",87,3.07,1,"-","-",87,3.07,0,0
8465182,"CAVA75BCDZ","Cavavin",383.58,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",133.7,4.72,2,"-","-",133.7,4.72,0,0
8465183,"CAVAED90NSSZ","Cavavin",515.74,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",288.8,10.2,4,"-","-",288.8,10.2,0,0
8568693,"RS-06DR1HS","Hisense",252,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",42.5,1.5,0,"No","Non",42.5,1.5,0,0
